MR_ID,smiles,SRC
4199541,CC(C)C(NS(=O)(=O)c1cc(NC(=O)/C=C/c2ccccc2)ccc1N1CCN(C2CCCCC2)CC1)C(N)=O,4.3767507096021
4199539,CC(C)C(NS(=O)(=O)c1cc(NC(=O)C2CCCN2)ccc1N1CCC(Cc2ccccc2)CC1)C(N)=O,4.85387196432176
4199540,CC(C)C(NS(=O)(=O)c1cc(NC(=O)C2CCNCC2)ccc1N1CCC(Cc2ccccc2)CC1)C(N)=O,4.9208187539523705
4198164,Cc1csc2c(N/N=C/CC(C)C)ncnc12,3.91721462968355
4336635,CC(C)COc1cc(OC2CCN(C)CC2)c2c(Nc3c(Cl)ccc4c3OCO4)ncnc2c1,8.15490195998574
4923,CC(=O)NC(Cc1ccc(OP(=O)([O-])[O-])cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c(F)c(F)c(F)c(F)c1F)C(N)=O,3.39794000867204
4921,CC(=O)NC(Cc1ccc(OP(=O)([O-])[O-])cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c(F)c(F)c(F)c(F)c1F)C(N)=O,3.60205999132796
4920,CC(=O)NC(Cc1ccc(OP(=O)([O-])[O-])cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c(F)c(F)c(F)c(F)c1F)C(N)=O,4.73282827159699
4925,CC(=O)NC(Cc1ccc(OP(=O)([O-])[O-])cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c(F)c(F)c(F)c(F)c1F)C(N)=O,4.45593195564972
4702,CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c(F)c(F)c(F)c(F)c1F)C(N)=O,2.7986028756795496
4926,CC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c(F)c(F)c(F)c(F)c1F)C(N)=O,3.0655015487564303
4299560,Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(CCN4CCCC4)C(C)C)cc3)nc12,7.64397414280688
4299617,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(S(=O)(=O)N(CCN4CCCC4)C(C)C)cc3)nc12,8.31875876262441
4271239,Cc1[nH]c(/C=C2\C(=O)Nc3cccc(-c4ccc(Br)cc4)c32)c(C)c1C(=O)NCCN(C(C)C)C(C)C,5.696803942579511
4320384,CC(C)N(CCO)C(=O)c1ccc(Nc2ncc(NC(=O)c3c(Cl)cccc3Cl)cn2)cc1,6.54363396687096
4320385,CC(C)N(CCO)C(=O)c1ccc(Nc2ncc(NC(=O)c3cc(O)ccc3Cl)cn2)cc1,7.36653154442041
4320383,CC(C)N(CCO)C(=O)c1cccc(Nc2ncc(NC(=O)c3c(Cl)cccc3Cl)cn2)c1,7.602059991327961
4320377,CC(C)N(CCO)C(=O)c1cccc(Nc2ncc(NC(=O)c3cc(O)ccc3Cl)cn2)c1,7.7212463990471685
4299644,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(CN(CCO)C(C)C)cc3)nc12,8.82390874094432
4299517,Cc1cc2nc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nnc2cc1N(CCO)C(C)C,5.0
4299506,Cc1cc2nc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nnc2cc1N(CCOCCO)C(C)C,5.0
4335482,CC(C)NCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)c3c2)c1,8.17874856845406
4237374,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,5.7351821769904605
4277224,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCCN(C)C)CCCC3)C(=O)N2,6.6382721639824105
4316325,CC(C)Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c12,6.03905380426617
2426422,CC(C)OC(=O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,2.27595616665383
4314638,Cc1cccc(C)c1OC(=O)N(c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1)c1ccc(F)cc1OC(C)C,7.886056647693159
4336646,CC(C)Oc1cc(OC2CCN(C)CC2)c2c(Nc3c(Cl)ccc4c3OCO4)ncnc2c1,7.0
4336638,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(F)ccc5c4OCO5)ncnc3c2)CC1,7.69897000433602
4336637,CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,8.30102999566398
