MR_ID,smiles,AURKA
4302654,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCCCC4)c(C)c3)n2)s1,6.30102999566398
4302620,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)c(C)c3)n2)s1,7.2218487496163615
4302572,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)c(Cl)c3)n2)s1,6.92081875395237
4302580,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)c(OC)c3)n2)s1,7.602059991327961
4302614,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)c(C(N)=O)c3)n2)s1,7.2218487496163615
4302599,CCNc1nc(C)c(-c2ccnc(Nc3ccc(OC)c(C)c3)n2)s1,7.0
4302669,CCNc1nc(C)c(-c2ccnc(Nc3ccc(OC)cc3C)n2)s1,5.49485002168009
4302588,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CC(C)OC(C)C4)cc3)n2)s1,7.30102999566398
4302603,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCCCC4)cc3)n2)s1,7.096910013008058
4302605,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)s1,6.69897000433602
4302508,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)n2)s1,7.69897000433602
4302558,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(Cc5ccccc5)CC4)cc3)n2)s1,7.30102999566398
4302480,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1,7.07133375178437
4302610,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCSCC4)cc3)n2)s1,6.92081875395237
4302512,CCNc1nc(C)c(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)s1,7.397940008672039
4302492,CCNc1nc(C)c(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)s1,7.2218487496163615
4302523,CCNc1nc(C)c(-c2ccnc(Nc3ccc(S(=O)(=O)NCCO)cc3)n2)s1,6.602059991327961
4302497,CCNc1nc(C)c(-c2ccnc(Nc3ccc(S(=O)(=O)NCCOC)cc3)n2)s1,6.92081875395237
4302664,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3C)n2)s1,5.600326278518961
4302595,CCNc1nc(C)c(-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)s1,6.69897000433602
4302593,CCNc1nc(C)c(-c2ccnc(Nc3ccc4c(c3)OCO4)n2)s1,6.79588001734408
