MR_ID,smiles,ABL1
4342792,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(CO)c2)n1,6.508638306165731
4342680,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(C(=N)N)c2)n1,6.3565473235138095
4342663,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(C(=N)NO)c2)n1,6.16749108729376
4342817,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(C(N)=O)c2)n1,5.69897000433602
4342793,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(C(C)(C)O)c2)n1,5.69897000433602
4342885,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(-c3cccnc3)c2)n1,5.6382721639824105
4342692,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(-c3cn[nH]c3)c2)n1,6.420216403383192
4342893,CC(C)(C)c1cc(NC(=O)Nc2cccc(F)c2F)n(-c2ccc3c(c2)CCNC3)n1,6.69897000433602
4342795,CC(C)(C)c1cc(NC(=O)Nc2cccc(F)c2F)n(-c2cccc(C#N)c2)n1,5.53760200210104
4342677,CC(C)(C)c1cc(NC(=O)Nc2cccc(F)c2F)n(-c2cccc(CC(N)=O)c2)n1,5.1191864077192095
4342731,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3ccccc3)c2)n(-c2ccc3c(c2)CCNC3)n1,6.92081875395237
4342942,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2cc(CC(=O)NCC(O)CO)c3ccccc3c2)n1,8.82390874094432
4342708,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2cc(CN)c3ccccc3c2)n1,8.69897000433602
4342896,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2cc(CO)c3ccccc3c2)n1,9.0
4342864,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2ccc3c(c2)CCNC3C(=O)NCC(O)CO)n1,8.0
4342741,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2ccc3c(c2)CC(C(N)=O)NC3)n1,8.52287874528034
4342862,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2ccc3c(c2)CC(C(=O)NCC(O)CO)NC3)n1,8.46852108295774
4342746,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2ccc3c(c2)CC(C(=O)O)NC3)n1,8.52287874528034
4342732,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2ccc3c(c2)CCNC3)n1,8.82390874094432
4342736,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2ccc3[nH]c(=O)ccc3c2)n1,8.30102999566398
4342717,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2ccc3[nH]ccc3c2)n1,8.180456064458129
4342767,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2cccc(CC(N)=O)c2)n1,7.67778070526608
4342673,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccnc3)c2)n(-c2cccc(-c3cccnc3)c2)n1,7.53760200210104
4342779,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cnccn3)c2)n(-c2cccc(CC(N)=O)c2)n1,7.20065945054642
4342920,CC(C)(C)c1cc(NC(=O)Nc2cccc(C(F)(F)F)c2)n(-c2cccc(C#N)c2)n1,5.29242982390206
4342919,CC(C)(C)c1cc(NC(=O)Nc2cccc(-c3ccc(N)nc3)c2)n(-c2ccc3c(c2)CCC(=O)N3)n1,4.82681373158773
4342958,CC(C)(C)c1cc(NC(=O)Nc2cccc(-c3cccnc3)c2)n(-c2cccc(CC(N)=O)c2)n1,4.63264407897398
4342781,CC(C)(C)c1cc(NC(=O)Nc2cccc3c2CNC3=O)n(-c2cccc(CC(N)=O)c2)n1,7.207608310501749
